Diatoms,Dinoflagellates,Haptophytes,Cryptophytes,Green_algae,Cyanobacteria
0.0,0.0014377234990047348,0.019232386358022057,0.0,0.0015165653303731456,0.03812163811883336
0.05757395147784814,0.007034839044592983,0.057076269046236396,0.03277492677076598,0.03096899310107946,0.04357261946967671
0.054550492513575535,0.009492432276885052,0.04897703917801193,0.04757441935210065,0.047239490282631746,0.06147618122945173
0.06440146187080947,0.008850754518004378,0.08498878619147106,0.05765993196307194,0.04054487559653236,0.04159175022571527
0.11142084486697135,0.035232009622322216,0.08791784579601765,0.06723066068433901,0.04733866392916439,0.029470421541260745
0.06833894764150654,0.021687748402627702,0.0524414254099053,0.05228880554862559,0.03929049409685793,0.03951693456870808
0.06440518162487298,0.0220223726125868,0.05267794769046895,0.05527002992819954,0.04130991981172744,0.03590105747729741
0.08506638111082604,0.03931290538972691,0.0738504512459798,0.06243498028567623,0.047172430029007055,0.024806394666529934
0.10343194086601107,0.04029941514029693,0.0807987416198429,0.0688597911517729,0.05027797250023796,0.026900913051856094
0.1030157058294663,0.034983105249685814,0.08422510622170866,0.0884471767675762,0.06116276772625801,0.022638297718339754
0.05073398629995787,0.009226524192362764,0.056989436296574505,0.04605560672929268,0.04138579871061713,0.03132611838093177
0.04391987886719278,0.01034554561931321,0.04831362990370652,0.05086325724017822,0.0518009789265583,0.04759860150203995
0.032042595788425624,0.008485354293155278,0.0404667527994897,0.031306822020050216,0.03273813391658039,0.03284373681854305
0.028766623526664925,0.008362405549596802,0.048459219887196564,0.027356836541647975,0.031098308701142063,0.041987885566316475
0.04215163389124705,0.008642622002223363,0.05474657488373469,0.03785245683510994,0.03783759580735659,0.04099960531534085
0.021463114229632648,0.008474200846384013,0.03446079346866543,0.027618185935684374,0.02734564818381569,0.03432385841426708
0.04323948293834394,0.007895515948539905,0.052226094518647924,0.03701775332055239,0.03516578116268738,0.041129679820579405
0.043966330892577246,0.007319315624591496,0.052083859228840464,0.03593583717013102,0.03204153513023597,0.03304684327602869
0.043780480326663034,0.00709981054743386,0.05594858617639133,0.043874109010523445,0.03281134042239992,0.04749630486246106
0.054910114452316326,0.009315244712787815,0.05575407413507181,0.05620502801259937,0.053718848286943656,0.06227249944178422
0.04530579091632604,0.008782473101772964,0.05916512818215773,0.051781843714601865,0.0404717656121327,0.03892788139402153
0.037165957986662335,0.008581920690798023,0.055232558943412176,0.043465879776755804,0.03763352064281069,0.035733006048209004
0.06359399616801571,0.00865527128804204,0.08679199069226003,0.057994501799465685,0.04293911667740471,0.04369602270348001
0.07701874165535796,0.02474311593980781,0.05783457045873988,0.05482570121533724,0.04075360455460637,0.05207019358274867
0.056990925176157545,0.010387385687828599,0.04834021423528088,0.04545629389089182,0.04534022847739604,0.05908358832439631
0.04467749700503964,0.008944166640822857,0.055220625256694966,0.0440257276464498,0.04016404924485851,0.04064663420194997
0.07930969891648677,0.020913304026810603,0.05943215796346794,0.05368075239868347,0.04052376951897063,0.057237266569130835
0.06098165229921877,0.00933523283664002,0.054350339364132694,0.040099383001340264,0.04165807327290262,0.05123784861256172
0.05402441852843629,0.008820020026648834,0.05892159680770256,0.03486151427052523,0.03515325576934349,0.03305020470844067
0.04308974332617831,0.008980901681978237,0.06558509182044636,0.046063482660914326,0.03801435148271833,0.03128079026604509
0.028922845204359206,0.007597439573562487,0.037984509295911066,0.026812473990197046,0.02578849852264908,0.02917362174501342
0.04350650426373226,0.02331626835409424,0.04225027023993983,0.022336601596572657,0.027910188027795328,0.03294016161216821
0.06613975986602925,0.009880623889592613,0.05414766738803038,0.0419441475748451,0.04452100551095865,0.060340344285479484
0.045815744727577254,0.009558750312787467,0.04495919857495697,0.03551929098677566,0.032811648754788536,0.035121167414241206
0.04968204719827551,0.009038923835429827,0.05741689593227817,0.03045891454148064,0.03466313242286381,0.04650342623584725
0.06198331254270486,0.014497505873422939,0.052339030936499185,0.02994431540288885,0.033425797948784454,0.042971403205848746
0.05759004548164462,0.014004917177836293,0.05057657354563919,0.033865801843087545,0.03357843768629706,0.04111764114229594
0.04191678854960274,0.008109441005720308,0.05117177634463656,0.030483756046804734,0.031136471750557674,0.039487824015927306
0.0517603580761577,0.00875422624243996,0.0572779499907666,0.044560625269633336,0.03959350845658151,0.04641368587452166
0.051894009477659396,0.014630367717305942,0.045406449729596635,0.03237493560778666,0.03109510945854536,0.04267503515517878
0.026151988435261838,0.007305678867355878,0.03905003761156313,0.03096432040927908,0.026941069980356898,0.04138336196873073
0.029590378640442352,0.00707425172561095,0.048602265104315756,0.035569144293148,0.027542606636398115,0.04305009754902554
0.09994109856900825,0.010876796362582347,0.09577704042847794,0.07673652988014025,0.06700568963772761,0.022235157929915633
0.11357000481486403,0.009787881240205326,0.0882531370316632,0.07195562688281015,0.10012765438113712,0.02294303869547951
0.1061405855053445,0.03920367647235133,0.08230912116793027,0.06192471674915006,0.04718693050994277,0.025558262907775235
0.05541075594437297,0.008667583515443805,0.07417845733255002,0.058241686812594076,0.04150695348192252,0.03625553602116708
0.08112461141575933,0.03675920926256304,0.06880619992396203,0.0754354494634557,0.051914036972461546,0.018738878352062564
0.10392286737054562,0.03941757443942892,0.07946012046809497,0.08182064927359732,0.058515876563543574,0.021931745869370446
0.10644094919723204,0.03971477088080805,0.08734730212749511,0.07972711799379573,0.05843426194248378,0.028942892429645758
0.05949580226152805,0.0092523067719823,0.08189847166644708,0.0628074785481528,0.04864013394346367,0.03466858211034944
0.044235572344290555,0.009203364434966887,0.045004707981639,0.03868568633466464,0.03790537670886886,0.03638518255876136
0.019769093458165146,0.00767696480965626,0.030811883197015364,0.02861615610744122,0.02464236339163154,0.023705912839992627
0.018308502104726135,0.006738547467596001,0.04326713846473156,0.035805055327358844,0.02594318262784025,0.03542256828977614
0.008006204099276774,0.007368988029594875,0.03390486038811316,0.02206977224670019,0.02380927310061854,0.032306422864151974
0.0,0.008352784431752048,0.03385175761112864,0.0043478436089113524,0.02474681696588075,0.034430025283477626
0.0,0.008214294080150477,0.03453562601829452,0.006591356871145423,0.02286873744890253,0.03650184862811165
0.012360531326831868,0.007143176114338776,0.03495675303632134,0.015279125180700548,0.024245400454445117,0.03639569524091976
0.0582163372700882,0.007866878454930698,0.06321120310995744,0.048002240400245276,0.04041580889469942,0.041771654873394966
0.03486708299037154,0.007010406807937866,0.05310559036116947,0.03953980927927596,0.029545202150419284,0.043068948861406525
0.06181716655164495,0.008836875393552449,0.07721104804163091,0.05939447486557973,0.045062239268975506,0.04218182624591136
0.11112002063188375,0.035777054880082315,0.08566026323193107,0.07877436057852709,0.05262928210359422,0.02384752243203338
0.100639868088644,0.036319848866550195,0.08273394954793899,0.07730792549334753,0.05280811464375792,0.02541573474386301
0.07429134763720555,0.022490597650657487,0.059163449558705346,0.07037808997641876,0.04801373116863398,0.050765707203016285
0.08064648788047343,0.02132147804606109,0.05636264333101407,0.05893509648494679,0.04302387973115988,0.05431217886981129
0.10207239487496628,0.03334904015380462,0.07639973776689041,0.06554696504005171,0.045290853416866304,0.03031858942329183
0.060122936937427915,0.009687304753386514,0.05292228298838,0.044393514602943746,0.0481833319125623,0.05111803536233888
